userid,continent,gender,rating,hotel
1148,2,0,4.0,4
1149,2,0,3.5,13
1149,2,0,3.0,59
1149,2,0,4.5,16
1149,2,0,3.5,3
1150,4,0,4.0,39
1150,4,0,4.0,18
1150,4,0,3.0,61
1150,4,0,3.5,45
1150,4,0,4.0,17
1151,1,1,4.0,17
1151,1,1,5.0,37
1151,1,1,5.0,38
1151,1,1,4.5,43
1151,1,1,5.0,64
1151,1,1,4.5,34
1152,2,1,3.5,45
1152,2,1,2.0,2
1152,2,1,4.0,4
1152,2,1,4.0,39
1152,2,1,4.0,17
1153,1,0,3.5,48
1153,1,0,5.0,37
1153,1,0,4.5,43
1153,1,0,4.0,17
1153,1,0,4.0,60
1154,2,0,4.5,63
1154,2,0,3.5,3
1155,1,0,3.0,24
1155,1,0,4.5,52
1155,1,0,3.5,3
1156,2,0,2.5,11
1156,2,0,4.0,6
1156,2,0,2.0,9
1156,2,0,4.0,46
1156,2,0,4.0,56
1157,1,1,5.0,38
1157,1,1,5.0,54
1157,1,1,4.5,63
1157,1,1,4.0,35
1157,1,1,4.0,46
1158,1,0,3.0,25
1158,1,0,3.0,23
1158,1,0,4.0,4
1158,1,0,3.5,15
1158,1,0,3.5,57
1158,1,0,2.5,53
1159,2,1,4.0,56
1159,2,1,5.0,38
1159,2,1,4.0,17
1159,2,1,4.5,43
1160,2,1,4.0,19
1160,2,1,3.5,12
1160,2,1,4.5,40
1161,2,1,4.0,6
1161,2,1,5.0,37
1162,2,1,3.0,10
1162,2,1,2.5,53
1163,4,0,4.0,7
1163,4,0,3.0,59
1163,4,0,5.0,64
1163,4,0,4.0,26
1164,2,0,3.5,45
1164,2,0,3.5,57
1165,2,1,4.0,39
1165,2,1,4.0,6
1166,2,1,3.0,24
1166,2,1,4.0,46
1166,2,1,3.5,13
1166,2,1,3.5,3
1166,2,1,4.5,52
1166,2,1,4.0,35
1167,2,1,2.5,65
1167,2,1,2.0,21
1167,2,1,3.5,14
1168,2,0,2.5,53
1168,2,0,2.5,11
1168,2,0,3.5,3
1168,2,0,3.5,15
1168,2,0,3.0,10
1169,6,1,2.0,2
1169,6,1,3.5,47
1169,6,1,4.0,39
1170,2,1,4.0,41
1170,2,1,5.0,38
1171,2,0,4.0,62
1171,2,0,3.5,47
1172,2,1,3.0,42
1172,2,1,4.0,18
1172,2,1,4.0,6
1172,2,1,3.0,23
1173,2,0,4.0,26
1173,2,0,4.0,56
1174,1,1,3.0,24
1174,1,1,3.5,15
1174,1,1,2.5,8
1175,2,0,3.5,33
1175,2,0,3.0,59
1176,4,0,4.0,39
1176,4,0,3.0,24
1176,4,0,3.5,30
1177,2,1,3.0,44
1177,2,1,4.0,19
1177,2,1,4.0,26
1178,4,0,2.0,27
1178,4,0,4.0,39
1178,4,0,3.0,61
1178,4,0,3.0,55
1179,5,0,5.0,38
1179,5,0,4.0,56
1180,3,1,4.0,41
1180,3,1,3.0,59
1180,3,1,4.5,63
1181,2,1,4.0,56
1181,2,1,5.0,37
1181,2,1,3.0,55
1181,2,1,5.0,38
1181,2,1,4.0,17
1182,2,0,3.5,13
1182,2,0,2.0,2
1182,2,0,3.5,3
1183,2,1,4.0,35
1183,2,1,3.0,10
1184,2,0,2.5,11
1184,2,0,4.0,6
1184,2,0,3.0,61
1184,2,0,2.5,8
1184,2,0,2.5,22
1184,2,0,4.0,18
1185,2,1,5.0,37
1185,2,1,2.0,2
1185,2,1,4.0,60
1185,2,1,3.5,47
1185,2,1,3.5,15
1186,5,1,5.0,37
1186,5,1,4.0,46
1187,2,0,3.5,15
1187,2,0,3.0,59
1187,2,0,4.0,18
1187,2,0,2.0,2
1187,2,0,2.5,11
1188,2,0,4.0,56
1188,2,0,3.0,55
1188,2,0,4.0,39
1188,2,0,4.0,17
1189,2,0,4.0,6
1189,2,0,2.0,36
1189,2,0,4.0,18
1189,2,0,4.0,39
1189,2,0,3.5,13
1189,2,0,3.0,1
1189,2,0,3.5,3
1189,2,0,4.0,28
1189,2,0,3.0,24
1189,2,0,3.5,45
1189,2,0,4.0,60
1190,2,1,4.0,60
1190,2,1,3.0,59
1191,2,1,4.0,62
1191,2,1,4.0,17
1191,2,1,3.5,15
1191,2,1,4.0,5
1191,2,1,3.5,48
1191,2,1,3.5,13
1191,2,1,4.0,39
1191,2,1,4.0,56
1191,2,1,4.5,52
1191,2,1,4.0,26
1191,2,1,4.0,7
1191,2,1,4.5,32
1191,2,1,4.0,41
1191,2,1,4.0,66
1191,2,1,4.0,18
1192,2,0,2.5,11
1192,2,0,3.0,61
1192,2,0,2.0,2
1192,2,0,4.0,56
1193,2,0,4.5,43
1193,2,0,4.0,56
1194,2,0,5.0,38
1194,2,0,5.0,37
1194,2,0,4.0,56
1194,2,0,4.0,17
1195,2,0,3.0,61
1195,2,0,4.0,17
1195,2,0,3.0,55
1195,2,0,4.0,39
1195,2,0,4.0,49
1196,4,0,4.0,46
1196,4,0,3.5,15
1196,4,0,3.5,12
1196,4,0,4.0,4
1196,4,0,4.0,56
1197,2,1,4.0,4
1197,2,1,4.0,6
1198,2,1,4.0,49
1198,2,1,3.0,23
1198,2,1,3.0,58
1199,2,1,5.0,38
1199,2,1,4.0,17
1200,2,1,4.0,39
1200,2,1,4.0,66
1200,2,1,2.0,20
1200,2,1,4.5,63
1201,2,1,4.5,63
1201,2,1,4.0,17
1201,2,1,4.0,49
1201,2,1,4.0,46
1201,2,1,5.0,38
1201,2,1,5.0,64
1202,2,1,4.0,4
1202,2,1,3.5,13
1203,1,0,4.0,56
1203,1,0,4.5,32
1204,2,1,4.0,41
1204,2,1,4.0,4
1205,2,0,4.0,56
1205,2,0,3.5,13
1206,2,1,4.0,26
1206,2,1,4.0,18
1206,2,1,4.0,17
1206,2,1,3.5,47
1206,2,1,3.5,3
1206,2,1,4.0,39
1206,2,1,4.0,41
1206,2,1,4.0,62
1206,2,1,3.0,55
1206,2,1,4.5,43
1206,2,1,3.5,45
1206,2,1,4.0,66
1207,2,0,3.0,44
1207,2,0,4.0,5
1208,2,1,2.0,27
1208,2,1,3.5,13
1208,2,1,4.0,17
1208,2,1,4.0,60
1208,2,1,3.0,55
1209,2,0,3.0,61
1209,2,0,4.5,34
1210,4,0,4.0,19
1210,4,0,3.5,57
1210,4,0,3.0,10
1211,2,1,4.0,39
1211,2,1,4.0,56
1211,2,1,3.5,3
1211,2,1,4.0,28
1211,2,1,3.5,45
1211,2,1,3.0,24
1211,2,1,4.0,6
1211,2,1,2.5,65
1211,2,1,2.5,8
1212,2,1,3.0,58
1212,2,1,3.5,15
1212,2,1,3.5,33
1212,2,1,3.5,3
1212,2,1,4.0,4
1212,2,1,4.0,5
1212,2,1,4.5,16
1212,2,1,4.0,19
1213,1,0,4.5,52
1213,1,0,3.0,23
1213,1,0,3.0,24
1214,2,0,4.0,41
1214,2,0,4.0,46
1214,2,0,4.0,56
1214,2,0,4.5,16
1215,2,1,4.0,17
1215,2,1,4.0,46
1216,2,0,4.0,41
1216,2,0,3.0,55
1216,2,0,4.5,32
1216,2,0,4.0,35
1217,1,1,5.0,37
1217,1,1,4.0,35
1217,1,1,5.0,64
1217,1,1,4.0,56
1217,1,1,4.0,41
1218,2,1,4.0,17
1218,2,1,4.0,46
1219,2,1,4.5,63
1219,2,1,3.0,24
1219,2,1,3.0,58
1219,2,1,4.5,40
1219,2,1,3.5,13
1219,2,1,4.0,51
1219,2,1,2.5,29
1219,2,1,3.5,3
1220,2,0,3.0,59
1220,2,0,2.0,9
1221,5,0,3.5,3
1221,5,0,4.0,66
1221,5,0,3.0,23
1221,5,0,4.0,28
1222,2,1,3.5,33
1222,2,1,5.0,37
1222,2,1,4.5,63
1223,4,1,4.0,51
1223,4,1,4.0,41
1223,4,1,3.5,33
1224,2,0,4.0,6
1224,2,0,3.0,1
1224,2,0,2.5,29
1224,2,0,3.5,15
1224,2,0,4.0,7
1225,2,0,3.0,10
1225,2,0,2.0,21
1225,2,0,4.0,19
1225,2,0,2.5,53
1225,2,0,4.0,6
1226,2,0,4.0,39
1226,2,0,2.0,2
1226,2,0,3.0,55
1226,2,0,4.0,18
1226,2,0,3.5,45
1226,2,0,3.5,14
1226,2,0,3.0,10
1226,2,0,3.5,15
1226,2,0,4.0,19
1226,2,0,3.5,57
1226,2,0,2.0,20
1227,2,0,4.0,56
1227,2,0,4.0,17
1227,2,0,5.0,37
1228,2,1,4.0,18
1228,2,1,2.0,2
1228,2,1,4.0,39
1228,2,1,4.0,6
1228,2,1,3.5,45
1228,2,1,3.5,14
1229,2,0,4.0,41
1229,2,0,3.5,12
1229,2,0,4.0,4
1230,2,1,5.0,38
1230,2,1,4.0,50
1231,2,1,3.0,58
1231,2,1,4.0,26
1231,2,1,4.0,7
1231,2,1,3.5,48
1232,5,1,4.0,66
1232,5,1,4.0,26
1233,2,1,3.5,3
1233,2,1,4.0,56
1234,2,0,4.0,6
1234,2,0,5.0,37
1235,2,1,2.0,2
1235,2,1,4.0,60
1235,2,1,5.0,38
1236,2,0,4.5,52
1236,2,0,5.0,37
1236,2,0,4.0,18
1236,2,0,4.0,49
1236,2,0,3.0,55
1236,2,0,2.5,53
1236,2,0,2.0,2
1237,4,0,4.0,17
1237,4,0,4.0,60
1238,2,0,4.0,46
1238,2,0,3.0,59
1239,3,0,5.0,38
1239,3,0,4.0,35
1239,3,0,4.0,56
1239,3,0,5.0,37
1240,7,0,3.0,59
1240,7,0,3.5,33
1240,7,0,3.5,12
1241,2,0,4.0,28
1241,2,0,4.5,63
1242,2,1,4.0,17
1242,2,1,4.0,60
1243,2,0,4.0,17
1243,2,0,4.0,56
1244,2,0,4.0,41
1244,2,0,4.0,60
1244,2,0,2.0,27
1245,3,1,4.0,4
1245,3,1,2.0,2
1245,3,1,3.0,61
1245,3,1,3.5,12
1246,2,0,3.0,59
1246,2,0,4.0,49
1247,2,0,2.0,2
1247,2,0,3.5,45
1247,2,0,3.0,55
1247,2,0,5.0,38
1247,2,0,4.0,39
1247,2,0,4.0,66
1247,2,0,3.5,47
1247,2,0,3.0,23
1247,2,0,2.5,65
1248,2,1,5.0,64
1248,2,1,5.0,38
1249,2,1,5.0,54
1249,2,1,5.0,38
1249,2,1,5.0,37
1250,2,0,5.0,37
1250,2,0,4.0,56
1251,2,0,4.0,39
1251,2,0,4.0,60
1251,2,0,4.0,18
1252,2,1,3.5,13
1252,2,1,4.0,26
1252,2,1,3.5,3
1253,2,0,4.0,4
1253,2,0,2.0,9
1253,2,0,2.0,27
1253,2,0,3.0,55
1253,2,0,4.0,6
1253,2,0,3.0,44
1254,3,0,4.0,4
1254,3,0,4.0,56
1254,3,0,3.0,61
1254,3,0,3.0,55
1254,3,0,3.0,10
1254,3,0,3.5,15
1254,3,0,4.0,39
1254,3,0,4.0,7
1254,3,0,4.0,60
1255,2,1,4.5,63
1255,2,1,3.5,57
1255,2,1,4.0,5
1255,2,1,3.0,24
1255,2,1,4.0,18
1256,2,0,4.0,50
1256,2,0,4.0,17
1256,2,0,4.5,43
1256,2,0,4.5,34
1256,2,0,4.0,56
1257,2,0,3.0,24
1257,2,0,3.0,25
1258,2,1,4.0,56
1258,2,1,4.0,17
1258,2,1,4.0,26
1258,2,1,5.0,38
1258,2,1,4.0,19
1258,2,1,5.0,37
1258,2,1,4.5,32
1258,2,1,5.0,54
1258,2,1,4.0,46
1258,2,1,4.0,5
1258,2,1,4.5,43
1258,2,1,4.5,52
1258,2,1,4.0,60
1259,2,0,3.5,30
1259,2,0,4.0,56
1259,2,0,4.0,17
1259,2,0,3.5,45
1259,2,0,4.0,39
1259,2,0,4.0,46
1259,2,0,4.0,26
1259,2,0,3.5,47
1259,2,0,3.5,57
1259,2,0,4.0,66
1259,2,0,5.0,37
1259,2,0,2.0,2
1259,2,0,2.5,11
1259,2,0,4.5,43
1259,2,0,4.0,49
1259,2,0,4.0,60
1259,2,0,4.0,7
1259,2,0,4.5,52
1259,2,0,3.0,59
1259,2,0,3.0,61
1260,1,1,4.0,56
1260,1,1,3.5,3
1260,1,1,4.0,46
1261,2,1,4.0,39
1261,2,1,3.5,47
1262,2,0,3.0,59
1262,2,0,4.0,56
1262,2,0,4.0,17
1262,2,0,5.0,37
1262,2,0,4.0,39
1262,2,0,2.0,2
1263,1,0,5.0,37
1263,1,0,4.0,18
1264,6,1,2.5,11
1264,6,1,3.5,3
1264,6,1,4.5,52
1264,6,1,3.0,23
1264,6,1,2.5,53
1265,2,0,4.0,66
1265,2,0,5.0,37
1266,2,0,5.0,54
1266,2,0,5.0,37
1267,2,0,5.0,37
1267,2,0,2.0,2
1268,2,1,4.0,39
1268,2,1,2.5,29
1269,2,1,4.5,40
1269,2,1,4.0,66
1269,2,1,4.0,56
1270,1,1,3.5,57
1270,1,1,4.0,5
1271,1,0,4.0,26
1271,1,0,4.5,63
1271,1,0,4.0,17
1271,1,0,4.5,40
1272,2,1,2.5,29
1272,2,1,3.5,47
1273,2,0,4.0,60
1273,2,0,5.0,38
1274,1,1,5.0,38
1274,1,1,4.0,56
1274,1,1,5.0,64
1275,4,1,4.5,16
1275,4,1,4.0,17
1276,4,0,5.0,37
1276,4,0,4.5,34
1276,4,0,4.0,60
1276,4,0,4.0,50
1277,1,1,3.0,23
1277,1,1,2.5,65
1278,2,0,2.0,2
1278,2,0,3.5,15
1278,2,0,3.5,3
1278,2,0,4.0,56
1279,1,1,4.0,17
1279,1,1,4.0,19
1279,1,1,4.0,46
1280,2,1,3.5,15
1280,2,1,3.5,45
1281,2,0,3.5,14
1281,2,0,4.0,7
1281,2,0,3.0,24
1282,2,0,5.0,37
1282,2,0,3.5,33
1283,2,1,4.0,17
1283,2,1,4.5,43
1283,2,1,4.0,56
1284,2,1,3.5,45
1284,2,1,5.0,37
1284,2,1,4.0,39
1284,2,1,2.0,2
1285,2,0,4.0,51
1285,2,0,4.0,28
1285,2,0,3.0,24
1285,2,0,4.0,39
1286,2,1,3.5,47
1286,2,1,3.0,61
1286,2,1,4.0,18
1286,2,1,4.0,39
1286,2,1,2.0,2
1286,2,1,3.0,55
1287,1,1,3.5,57
1287,1,1,3.0,61
1288,1,0,4.0,66
1288,1,0,3.5,3
1289,2,0,4.0,39
1289,2,0,3.5,15
1290,1,0,2.5,53
1290,1,0,3.0,55
1291,3,0,4.0,49
1291,3,0,3.0,10
1291,3,0,3.0,23
1292,2,0,3.5,47
1292,2,0,3.5,15
1292,2,0,2.5,11
1292,2,0,4.0,39
1292,2,0,3.0,59
1292,2,0,4.0,17
1293,2,1,4.0,17
1293,2,1,5.0,37
1294,1,0,2.5,8
1294,1,0,4.0,39
1295,2,1,3.5,47
1295,2,1,3.5,30
1295,2,1,3.5,13
1296,2,1,3.5,15
1296,2,1,3.0,61
1296,2,1,4.0,60
1296,2,1,4.0,66
1296,2,1,4.0,50
1297,2,0,4.0,26
1297,2,0,4.0,56
1297,2,0,4.0,5
1297,2,0,4.0,51
1298,2,1,4.0,60
1298,2,1,4.0,18
1299,2,1,4.0,26
1299,2,1,5.0,37
1299,2,1,5.0,38
1300,2,1,4.0,39
1300,2,1,4.0,49
1300,2,1,4.0,17
1301,2,0,4.0,56
1301,2,0,4.0,17
1302,2,1,5.0,54
1302,2,1,5.0,64
1302,2,1,5.0,38
1303,1,1,3.0,24
1303,1,1,3.5,14
1303,1,1,2.0,20
1303,1,1,2.5,53
1304,2,0,4.0,28
1304,2,0,4.0,4
1305,1,0,4.0,41
1305,1,0,3.5,12
1306,2,1,3.0,24
1306,2,1,4.0,66
1306,2,1,3.5,13
1306,2,1,4.0,39
1306,2,1,2.0,2
1307,1,1,4.5,52
1307,1,1,4.0,26
1307,1,1,4.5,16
1307,1,1,3.5,3
1308,2,1,3.0,59
1308,2,1,3.5,12
1308,2,1,4.0,4
1308,2,1,3.5,15
1309,1,0,2.0,2
1309,1,0,3.0,23
1309,1,0,5.0,37
1310,2,1,3.5,57
1310,2,1,4.0,19
1311,3,0,4.0,46
1311,3,0,4.0,4
1311,3,0,3.5,15
1311,3,0,4.0,41
1312,2,0,2.5,65
1312,2,0,3.0,23
1313,2,0,3.0,58
1313,2,0,3.5,48
1314,2,0,4.0,46
1314,2,0,4.5,52
1315,2,1,4.0,56
1315,2,1,5.0,37
1315,2,1,4.0,60
1316,2,0,4.0,56
1316,2,0,3.5,57
1316,2,0,4.0,5
1317,1,0,4.0,19
1317,1,0,4.0,62
1318,2,0,5.0,64
1318,2,0,4.0,17
1319,2,1,2.5,22
1319,2,1,4.0,6
1320,4,1,3.0,24
1320,4,1,3.0,25
1320,4,1,3.0,59
1320,4,1,4.5,63
1321,2,1,2.5,29
1321,2,1,2.5,8
1321,2,1,3.0,23
1322,2,1,4.0,60
1322,2,1,4.0,56
1323,2,1,4.5,34
1323,2,1,4.0,26
1323,2,1,4.0,39
1323,2,1,4.5,40
1323,2,1,4.5,32
1323,2,1,3.0,24
1323,2,1,4.0,28
1323,2,1,3.0,42
1323,2,1,3.0,59
1323,2,1,3.5,47
1323,2,1,4.0,18
1323,2,1,4.0,66
1323,2,1,3.5,13
1323,2,1,2.5,65
1323,2,1,4.0,7
1323,2,1,3.5,30
1323,2,1,3.5,3
1323,2,1,4.5,63
1323,2,1,4.0,6
1324,2,1,4.0,60
1324,2,1,5.0,37
1325,2,0,3.5,33
1325,2,0,3.5,45
1325,2,0,3.5,12
1325,2,0,4.0,41
1325,2,0,3.5,30
1325,2,0,4.5,34
1325,2,0,4.0,17
1325,2,0,4.0,60
1326,2,0,5.0,38
1326,2,0,4.0,46
1327,2,0,3.5,45
1327,2,0,4.0,51
1328,1,0,3.5,3
1328,1,0,3.5,14
1329,2,1,3.0,55
1329,2,1,2.5,11
1329,2,1,4.0,17
1329,2,1,2.0,2
1329,2,1,4.0,60
1329,2,1,4.0,19
1329,2,1,4.0,5
1330,2,1,4.0,35
1330,2,1,4.0,26
1330,2,1,4.0,49
1331,4,1,3.5,12
1331,4,1,3.5,13
1332,1,1,4.0,17
1332,1,1,4.0,56
1333,2,1,4.5,16
1333,2,1,5.0,64
1333,2,1,4.5,34
1333,2,1,4.0,41
1333,2,1,4.0,46
1333,2,1,4.0,28
1334,2,1,2.0,36
1334,2,1,3.5,33
1334,2,1,4.0,7
1334,2,1,4.0,4
1334,2,1,4.0,46
1334,2,1,3.0,24
1334,2,1,4.0,56
1334,2,1,5.0,37
1334,2,1,3.5,13
1334,2,1,3.5,14
1335,2,0,4.0,39
1335,2,0,4.0,18
1335,2,0,4.0,17
1335,2,0,5.0,38
1335,2,0,4.0,56
1336,2,1,5.0,37
1336,2,1,3.5,14
1336,2,1,4.0,39
1336,2,1,4.0,49
1337,1,0,4.0,26
1337,1,0,4.5,52
1338,2,0,4.0,56
1338,2,0,4.5,63
1339,2,0,4.0,41
1339,2,0,4.0,56
1339,2,0,3.5,13
1339,2,0,4.0,49
1339,2,0,4.5,43
1339,2,0,4.0,17
1339,2,0,5.0,38
1339,2,0,4.0,26
1340,2,0,3.5,3
1340,2,0,3.5,13
1341,2,0,5.0,37
1341,2,0,5.0,54
1341,2,0,3.5,14
1341,2,0,4.0,6
1342,2,1,3.0,42
1342,2,1,4.0,6
1343,2,1,3.5,47
1343,2,1,3.0,59
1344,2,0,5.0,37
1344,2,0,4.0,60
1344,2,0,4.5,43
1344,2,0,4.0,17
1345,4,1,3.5,3
1345,4,1,4.0,56
1345,4,1,5.0,37
1345,4,1,5.0,38
1346,2,1,3.0,24
1346,2,1,2.0,27
1347,2,0,2.5,53
1347,2,0,4.0,6
1348,2,0,4.0,56
1348,2,0,5.0,37
1349,2,0,4.0,66
1349,2,0,4.0,56
1349,2,0,2.0,20
1349,2,0,4.0,28
1349,2,0,3.0,61
1349,2,0,3.5,45
1349,2,0,3.5,13
1349,2,0,4.0,17
1349,2,0,3.0,55
1349,2,0,2.5,11
1349,2,0,2.0,2
1350,2,1,4.0,6
1350,2,1,4.0,51
1350,2,1,4.0,39
1351,2,0,4.5,63
1351,2,0,4.0,56
1352,1,0,4.5,63
1352,1,0,4.0,28
1353,1,0,4.0,4
1353,1,0,4.0,41
1353,1,0,4.0,35
1354,2,1,4.0,7
1354,2,1,4.0,56
1354,2,1,4.0,26
1354,2,1,2.0,2
1354,2,1,4.0,46
1355,2,0,3.5,57
1355,2,0,4.0,18
1355,2,0,4.0,6
1356,2,0,3.5,3
1356,2,0,4.0,60
1357,2,1,5.0,38
1357,2,1,5.0,37
1358,2,1,5.0,37
1358,2,1,4.0,17
1359,2,0,4.0,49
1359,2,0,4.5,40
1360,1,0,2.5,11
1360,1,0,3.5,15
1360,1,0,3.0,61
1361,2,1,3.5,45
1361,2,1,4.0,39
1361,2,1,4.0,18
1362,2,0,4.5,52
1362,2,0,4.5,16
1362,2,0,3.5,12
1363,5,1,4.5,16
1363,5,1,2.0,27
1363,5,1,3.5,13
1364,5,0,4.0,18
1364,5,0,4.0,6
1364,5,0,3.0,10
1364,5,0,3.5,14
1365,2,1,3.5,14
1365,2,1,4.0,60
1365,2,1,3.0,24
1366,2,0,2.5,8
1366,2,0,4.0,18
1366,2,0,2.0,2
1366,2,0,3.5,14
1366,2,0,4.0,39
1366,2,0,3.0,55
1366,2,0,3.0,61
1366,2,0,2.5,11
1366,2,0,2.0,27
1366,2,0,4.0,6
1367,2,0,4.5,52
1367,2,0,4.5,32
1367,2,0,4.0,60
1367,2,0,4.0,17
1367,2,0,4.0,6
1367,2,0,4.0,66
1367,2,0,4.0,39
1367,2,0,4.0,56
1367,2,0,4.0,50
1367,2,0,4.5,43
1368,1,0,4.0,60
1368,1,0,4.0,56
1369,1,0,4.0,56
1369,1,0,4.0,17
1370,2,0,4.0,28
1370,2,0,4.5,63
1370,2,0,4.0,26
1370,2,0,5.0,37
1370,2,0,4.0,56
1370,2,0,4.0,60
1370,2,0,4.0,7
1371,2,1,2.5,53
1371,2,1,2.5,65
1372,2,0,4.0,5
1372,2,0,4.5,16
1372,2,0,4.0,51
1372,2,0,3.0,23
1372,2,0,4.0,56
1372,2,0,4.0,60
1373,2,1,3.5,45
1373,2,1,3.5,13
1373,2,1,3.5,57
1373,2,1,4.0,19
1373,2,1,4.0,41
1374,2,0,4.0,66
1374,2,0,4.0,56
1374,2,0,4.0,60
1374,2,0,4.5,52
1374,2,0,3.0,59
1374,2,0,4.5,63
1374,2,0,4.5,43
1375,2,1,3.0,58
1375,2,1,3.5,45
1375,2,1,4.0,18
1375,2,1,4.5,32
1376,2,0,4.5,52
1376,2,0,4.0,60
1376,2,0,5.0,37
1376,2,0,4.5,43
1376,2,0,4.5,34
1376,2,0,4.0,56
1376,2,0,4.0,18
1377,2,0,3.5,13
1377,2,0,4.5,16
1377,2,0,4.0,60
1378,2,0,3.5,15
1378,2,0,2.5,65
1379,2,0,3.0,10
1379,2,0,3.5,13
1380,2,1,5.0,38
1380,2,1,4.0,17
1380,2,1,4.0,56
1381,2,0,3.5,3
1381,2,0,4.5,34
1382,2,0,3.0,61
1382,2,0,2.0,2
1383,1,1,2.0,2
1383,1,1,4.5,43
1383,1,1,4.0,60
1383,1,1,4.0,17
1384,2,1,2.5,8
1384,2,1,4.0,60
1385,2,1,4.0,60
1385,2,1,4.5,16
1386,2,0,3.0,23
1386,2,0,2.0,36
1386,2,0,3.5,13
1386,2,0,3.0,25
1386,2,0,2.0,27
1387,2,0,4.5,34
1387,2,0,4.0,66
1387,2,0,5.0,37
1388,2,0,4.0,6
1388,2,0,4.0,39
1389,1,0,4.5,52
1389,1,0,3.0,55
1389,1,0,3.0,24
1389,1,0,4.0,56
1390,2,1,3.5,45
1390,2,1,3.0,55
1391,3,0,4.0,5
1391,3,0,4.0,51
1392,2,1,3.5,12
1392,2,1,4.0,41
1393,2,0,3.5,14
1393,2,0,3.5,13
1394,2,0,3.0,61
1394,2,0,3.0,23
1394,2,0,2.0,27
1394,2,0,2.0,2
1395,1,1,3.0,24
1395,1,1,3.0,10
1395,1,1,4.0,62
1395,1,1,3.5,14
1395,1,1,3.0,59
1395,1,1,4.0,4
1395,1,1,3.0,31
1396,2,1,5.0,37
1396,2,1,4.0,6
1396,2,1,3.5,14
1397,2,1,5.0,54
1397,2,1,3.5,57
1397,2,1,4.0,4
1397,2,1,2.5,53
1397,2,1,4.0,19
1397,2,1,4.0,6
1398,2,0,4.0,56
1398,2,0,4.0,19
1398,2,0,3.5,57
1399,2,1,4.0,7
1399,2,1,3.0,58
1400,2,0,2.5,65
1400,2,0,4.0,62
1400,2,0,4.5,63
1400,2,0,3.0,23
1401,2,1,5.0,64
1401,2,1,5.0,54
1402,2,1,4.0,56
1402,2,1,4.0,6
1402,2,1,3.5,45
1402,2,1,3.0,23
1402,2,1,3.5,3
1403,2,0,4.0,28
1403,2,0,4.5,63
1403,2,0,4.5,52
1404,2,0,4.0,41
1404,2,0,4.0,56
1404,2,0,4.5,32
1405,3,0,3.5,13
1405,3,0,4.0,4
1406,2,0,4.0,66
1406,2,0,5.0,37
1406,2,0,4.5,63
1406,2,0,5.0,38
1406,2,0,4.0,56
1406,2,0,4.0,39
1407,2,1,4.0,60
1407,2,1,4.0,66
1407,2,1,3.5,13
1407,2,1,3.0,61
1407,2,1,3.5,48
1407,2,1,3.5,45
1407,2,1,4.0,17
1407,2,1,3.5,15
1407,2,1,4.0,39
1408,1,0,4.5,43
1408,1,0,4.0,56
1408,1,0,5.0,37
1408,1,0,4.0,60
1408,1,0,5.0,64
1409,2,0,4.0,6
1409,2,0,3.5,33
1409,2,0,2.0,2
1410,1,0,4.0,19
1410,1,0,3.0,44
1411,2,1,3.5,13
1411,2,1,4.0,6
1412,2,0,3.5,48
1412,2,0,5.0,37
1412,2,0,3.0,23
1413,2,1,4.0,41
1413,2,1,4.0,28
1413,2,1,4.0,4
1413,2,1,4.0,18
1413,2,1,3.5,15
1414,2,1,3.5,13
1414,2,1,4.0,26
1415,2,0,4.5,43
1415,2,0,4.0,49
1415,2,0,3.5,14
1415,2,0,4.0,6
1415,2,0,4.0,26
1415,2,0,4.0,66
1415,2,0,4.5,52
1415,2,0,3.5,12
1415,2,0,4.0,60
1415,2,0,3.0,59
1415,2,0,4.0,17
1416,2,1,4.5,16
1416,2,1,3.0,59
1416,2,1,4.0,17
1417,2,1,4.0,50
1417,2,1,4.0,49
1418,2,0,4.0,26
1418,2,0,4.0,17
1419,1,0,4.0,60
1419,1,0,2.0,2
1419,1,0,3.5,57
1419,1,0,4.0,17
1419,1,0,4.0,56
1419,1,0,4.0,39
1420,2,0,4.0,19
1420,2,0,4.0,7
1420,2,0,4.0,49
1420,2,0,3.0,55
1421,2,0,3.0,59
1421,2,0,4.0,60
1421,2,0,4.0,56
1421,2,0,4.0,39
1421,2,0,2.0,2
1421,2,0,3.0,31
1422,2,0,4.0,56
1422,2,0,4.0,60
1423,2,1,4.0,39
1423,2,1,2.0,20
1424,3,0,4.0,49
1424,3,0,4.0,6
1425,2,1,3.0,61
1425,2,1,3.0,23
1425,2,1,5.0,64
1425,2,1,3.0,10
1426,2,0,3.0,24
1426,2,0,4.0,39
1427,1,0,3.5,14
1427,1,0,4.0,4
1427,1,0,4.0,60
1427,1,0,4.0,7
1427,1,0,4.0,56
1427,1,0,4.0,28
1427,1,0,4.5,52
1428,7,1,4.0,62
1428,7,1,2.0,2
1428,7,1,4.0,39
1428,7,1,2.5,29
1428,7,1,3.0,55
1428,7,1,2.5,53
1428,7,1,5.0,37
1428,7,1,4.0,6
1428,7,1,4.0,4
1428,7,1,4.0,35
1429,1,1,3.5,14
1429,1,1,3.0,24
1429,1,1,3.0,31
1430,1,0,4.0,17
1430,1,0,5.0,37
1431,2,0,2.0,21
1431,2,0,4.0,56
1431,2,0,4.0,17
1432,2,1,4.5,16
1432,2,1,4.0,49
1433,2,1,2.5,53
1433,2,1,3.0,59
1433,2,1,4.0,41
